pdf, Part No.,Series Name,Size ( Dimension),Tolerance,T.C.R,Rated Power,Resistance Value
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07430RL,TR0402MR-07430RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),430
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0743KL,TR0402MR-0743KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),43 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0743RL,TR0402MR-0743RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),43
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07470KL,TR0402MR-07470KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),470 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07470RL,TR0402MR-07470RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),470
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0747KL,TR0402MR-0747KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),47 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0747RL,TR0402MR-0747RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),47
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-074K3L,TR0402MR-074K3L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),4 300
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-074K7L,TR0402MR-074K7L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),4 700
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-074M3L,TR0402MR-074M3L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),4 300 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-074M7L,TR0402MR-074M7L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),4 700 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-074R3L,TR0402MR-074R3L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),4.3
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-074R7L,TR0402MR-074R7L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),4.7
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07510KL,TR0402MR-07510KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),510 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07510RL,TR0402MR-07510RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),510
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0751KL,TR0402MR-0751KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),51 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0751RL,TR0402MR-0751RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),51
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07560KL,TR0402MR-07560KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),560 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07560RL,TR0402MR-07560RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),560
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0756KL,TR0402MR-0756KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),56 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0756RL,TR0402MR-0756RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),56
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-075K1L,TR0402MR-075K1L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),5 100
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-075K6L,TR0402MR-075K6L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),5 600
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-075M1L,TR0402MR-075M1L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),5 100 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-075M6L,TR0402MR-075M6L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),5 600 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-075R1L,TR0402MR-075R1L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),5.1
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-075R6L,TR0402MR-075R6L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),5.6
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07620KL,TR0402MR-07620KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),620 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07620RL,TR0402MR-07620RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),620
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0762KL,TR0402MR-0762KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),62 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0762RL,TR0402MR-0762RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),62
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07680KL,TR0402MR-07680KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),680 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07680RL,TR0402MR-07680RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),680
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0768KL,TR0402MR-0768KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),68 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0768RL,TR0402MR-0768RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),68
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-076K2L,TR0402MR-076K2L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),6 200
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-076K8L,TR0402MR-076K8L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),6 800
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-076M2L,TR0402MR-076M2L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),6 200 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-076M8L,TR0402MR-076M8L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),6 800 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-076R2L,TR0402MR-076R2L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),6.2
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-076R8L,TR0402MR-076R8L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),6.8
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07750KL,TR0402MR-07750KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),750 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07750RL,TR0402MR-07750RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),750
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0775KL,TR0402MR-0775KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),75 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0775RL,TR0402MR-0775RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),75
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-077K5L,TR0402MR-077K5L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),7 500
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-077M5L,TR0402MR-077M5L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),7 500 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-077R5L,TR0402MR-077R5L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),7.5
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07820KL,TR0402MR-07820KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),820 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07820RL,TR0402MR-07820RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),820
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0782KL,TR0402MR-0782KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),82 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0782RL,TR0402MR-0782RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),82
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-078K2L,TR0402MR-078K2L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),8 200
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-078M2L,TR0402MR-078M2L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),8 200 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-078R2L,TR0402MR-078R2L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),8.2
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07910KL,TR0402MR-07910KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),910 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-07910RL,TR0402MR-07910RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),910
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0791KL,TR0402MR-0791KL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),91 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-0791RL,TR0402MR-0791RL,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),91
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-079K1L,TR0402MR-079K1L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),9 100
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-079M1L,TR0402MR-079M1L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),9 100 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402MR-079R1L,TR0402MR-079R1L,Trimmable Chip Resistor,0402 (1005),±20%,Based on Spec,1/16W (0.0625W),9.1
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07100KL,TR0402NR-07100KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),100 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07100RL,TR0402NR-07100RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),100
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0710KL,TR0402NR-0710KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),10 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0710ML,TR0402NR-0710ML,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),10 000 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0710RL,TR0402NR-0710RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),10
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07110KL,TR0402NR-07110KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),110 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07110RL,TR0402NR-07110RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),110
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0711KL,TR0402NR-0711KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),11 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0711RL,TR0402NR-0711RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),11
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07120KL,TR0402NR-07120KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),120 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07120RL,TR0402NR-07120RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),120
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0712KL,TR0402NR-0712KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),12 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0712RL,TR0402NR-0712RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),12
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07130KL,TR0402NR-07130KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),130 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07130RL,TR0402NR-07130RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),130
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0713KL,TR0402NR-0713KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),13 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0713RL,TR0402NR-0713RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),13
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07150KL,TR0402NR-07150KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),150 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07150RL,TR0402NR-07150RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),150
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0715KL,TR0402NR-0715KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),15 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0715RL,TR0402NR-0715RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),15
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07160KL,TR0402NR-07160KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),160 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07160RL,TR0402NR-07160RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),160
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0716KL,TR0402NR-0716KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),16 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0716RL,TR0402NR-0716RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),16
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07180KL,TR0402NR-07180KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),180 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07180RL,TR0402NR-07180RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),180
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0718KL,TR0402NR-0718KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),18 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0718RL,TR0402NR-0718RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),18
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071K1L,TR0402NR-071K1L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1 100
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071K2L,TR0402NR-071K2L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1 200
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071K3L,TR0402NR-071K3L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1 300
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071K5L,TR0402NR-071K5L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1 500
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071K6L,TR0402NR-071K6L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1 600
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071K8L,TR0402NR-071K8L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1 800
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071KL,TR0402NR-071KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071M1L,TR0402NR-071M1L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1 100 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071M2L,TR0402NR-071M2L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1 200 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071M3L,TR0402NR-071M3L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1 300 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071M5L,TR0402NR-071M5L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1 500 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071M6L,TR0402NR-071M6L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1 600 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071M8L,TR0402NR-071M8L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1 800 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071ML,TR0402NR-071ML,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1 000 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071R1L,TR0402NR-071R1L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1.1
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071R2L,TR0402NR-071R2L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1.2
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071R3L,TR0402NR-071R3L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1.3
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071R5L,TR0402NR-071R5L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1.5
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071R6L,TR0402NR-071R6L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1.6
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071R8L,TR0402NR-071R8L,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1.8
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-071RL,TR0402NR-071RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),1
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07200KL,TR0402NR-07200KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),200 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07200RL,TR0402NR-07200RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),200
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0720KL,TR0402NR-0720KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),20 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0720RL,TR0402NR-0720RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),20
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07220KL,TR0402NR-07220KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),220 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07220RL,TR0402NR-07220RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),220
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0722KL,TR0402NR-0722KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),22 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0722RL,TR0402NR-0722RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),22
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07240KL,TR0402NR-07240KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),240 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07240RL,TR0402NR-07240RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),240
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0724KL,TR0402NR-0724KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),24 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0724RL,TR0402NR-0724RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),24
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07270KL,TR0402NR-07270KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),270 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-07270RL,TR0402NR-07270RL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),270
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402NR-0727KL,TR0402NR-0727KL,Trimmable Chip Resistor,0402 (1005),±30%,Based on Spec,1/16W (0.0625W),27 000
